Country;ISO3166_alpha3;pop;Years
France;FRA;58.704381;1999
France;FRA;59.015092;2000
France;FRA;59.384126;2001
France;FRA;59.803434;2002
France;FRA;60.251591;2003
France;FRA;60.697977;2004
France;FRA;61.120128;2005
France;FRA;61.508924;2006
France;FRA;61.869229;2007
France;FRA;62.209207;2008
France;FRA;62.542883;2009
France;FRA;62.879535;2010
France;FRA;63.222229;2011
France;FRA;63.564224;2012
France;FRA;63.893521;2013
France;FRA;64.19355;2014
France;FRA;64.453194;2015
France;FRA;64.66759;2016
France;FRA;64.842513;2017
France;FRA;64.990512;2018
France;FRA;65.129731;2019
Gabon;GAB;0.533357;1965
Gabon;GAB;0.543119;1966
Gabon;GAB;0.554054;1967
Gabon;GAB;0.565763;1968
Gabon;GAB;0.577644;1969
Gabon;GAB;0.589317;1970
Gabon;GAB;0.600608;1971
Gabon;GAB;0.611705;1972
Gabon;GAB;0.622914;1973
Gabon;GAB;0.634739;1974
Gabon;GAB;0.647538;1975
Gabon;GAB;0.661398;1976
Gabon;GAB;0.676264;1977
Gabon;GAB;0.692078;1978
Gabon;GAB;0.708788;1979
Gabon;GAB;0.726335;1980
Gabon;GAB;0.744695;1981
Gabon;GAB;0.763932;1982
Gabon;GAB;0.784056;1983
Gabon;GAB;0.805117;1984
Gabon;GAB;0.827107;1985
Gabon;GAB;0.850052;1986
Gabon;GAB;0.873871;1987
Gabon;GAB;0.898472;1988
Gabon;GAB;0.923714;1989
Gabon;GAB;0.949493;1990
Gabon;GAB;0.975785;1991
Gabon;GAB;1.002573;1992
Gabon;GAB;1.029769;1993
Gabon;GAB;1.057252;1994
Gabon;GAB;1.084951;1995
Gabon;GAB;1.112944;1996
Gabon;GAB;1.141332;1997
Gabon;GAB;1.170061;1998
Gabon;GAB;1.199058;1999
Gabon;GAB;1.228359;2000
Gabon;GAB;1.258008;2001
Gabon;GAB;1.28831;2002
Gabon;GAB;1.319946;2003
Gabon;GAB;1.353788;2004
Gabon;GAB;1.39055;2005
Gabon;GAB;1.430144;2006
Gabon;GAB;1.472565;2007
Gabon;GAB;1.518538;2008
Gabon;GAB;1.568925;2009
Gabon;GAB;1.624146;2010
Gabon;GAB;1.684629;2011
Gabon;GAB;1.749677;2012
Gabon;GAB;1.81707;2013
Gabon;GAB;1.883801;2014
Gabon;GAB;1.94769;2015
Gabon;GAB;2.007882;2016
Gabon;GAB;2.064812;2017
Gabon;GAB;2.119275;2018
Gabon;GAB;2.172578;2019
Germany;DEU;76.258034;1965
Germany;DEU;76.81957;1966
Germany;DEU;77.357251;1967
Germany;DEU;77.847179;1968
Germany;DEU;78.260756;1969
Germany;DEU;78.578381;1970
Germany;DEU;78.789931;1971
Germany;DEU;78.901826;1972
Germany;DEU;78.932455;1973
Germany;DEU;78.909808;1974
Germany;DEU;78.856031;1975
Germany;DEU;78.78174;1976
Germany;DEU;78.687323;1977
Germany;DEU;78.573588;1978
Germany;DEU;78.438171;1979
Germany;DEU;78.283101;1980
Germany;DEU;78.10786;1981
Germany;DEU;77.926016;1982
Germany;DEU;77.77021;1983
Germany;DEU;77.682293;1984
Germany;DEU;77.691591;1985
Germany;DEU;77.806136;1986
Germany;DEU;78.015742;1987
Germany;DEU;78.307525;1988
Germany;DEU;78.660301;1989
Germany;DEU;79.053984;1990
Germany;DEU;79.490831;1991
Germany;DEU;79.963166;1992
Germany;DEU;80.428557;1993
Germany;DEU;80.832928;1994
Germany;DEU;81.138653;1995
Germany;DEU;81.323666;1996
Germany;DEU;81.39925;1997
Germany;DEU;81.402671;1998
Germany;DEU;81.389935;1999
Germany;DEU;81.400883;2000
Germany;DEU;81.453894;2001
Germany;DEU;81.535124;2002
Germany;DEU;81.614371;2003
Germany;DEU;81.646474;2004
Germany;DEU;81.602739;2005
Germany;DEU;81.472235;2006
Germany;DEU;81.277836;2007
Germany;DEU;81.065751;2008
Germany;DEU;80.899961;2009
Germany;DEU;80.827001;2010
Germany;DEU;80.855629;2011
Germany;DEU;80.972629;2012
Germany;DEU;81.174373;2013
Germany;DEU;81.45037;2014
Germany;DEU;81.787411;2015
Germany;DEU;82.19377;2016
Germany;DEU;82.658409;2017
Germany;DEU;83.124413;2018
Germany;DEU;83.517046;2019
Greece;GRC;8.453819;1965
Greece;GRC;8.489868;1966
Greece;GRC;8.528026;1967
Greece;GRC;8.569144;1968
Greece;GRC;8.614035;1969
Greece;GRC;8.663568;1970
Greece;GRC;8.71687;1971
Greece;GRC;8.774512;1972
Greece;GRC;8.840311;1973
Greece;GRC;8.919247;1974
Greece;GRC;9.014091;1975
Greece;GRC;9.127057;1976
Greece;GRC;9.254979;1977
Greece;GRC;9.38872;1978
Greece;GRC;9.515743;1979
Greece;GRC;9.627004;1980
Greece;GRC;9.719839;1981
Greece;GRC;9.79683;1982
Greece;GRC;9.860734;1983
Greece;GRC;9.916481;1984
Greece;GRC;9.968233;1985
Greece;GRC;10.015122;1986
Greece;GRC;10.057292;1987
Greece;GRC;10.101349;1988
Greece;GRC;10.155721;1989
Greece;GRC;10.22599;1990
Greece;GRC;10.315109;1991
Greece;GRC;10.420226;1992
Greece;GRC;10.533811;1993
Greece;GRC;10.644939;1994
Greece;GRC;10.745502;1995
Greece;GRC;10.832139;1996
Greece;GRC;10.906248;1997
Greece;GRC;10.970121;1998
Greece;GRC;11.027899;1999
Greece;GRC;11.082103;2000
Greece;GRC;11.134447;2001
Greece;GRC;11.182308;2002
Greece;GRC;11.218879;2003
Greece;GRC;11.234993;2004
Greece;GRC;11.2248;2005
Greece;GRC;11.185231;2006
Greece;GRC;11.120371;2007
Greece;GRC;11.040312;2008
Greece;GRC;10.959268;2009
Greece;GRC;10.88764;2010
Greece;GRC;10.829074;2011
Greece;GRC;10.781119;2012
Greece;GRC;10.740501;2013
Greece;GRC;10.70146;2014
Greece;GRC;10.659737;2015
Greece;GRC;10.615183;2016
Greece;GRC;10.569449;2017
Greece;GRC;10.522244;2018
Greece;GRC;10.473452;2019
Hungary;HUN;10.169802;1965
Hungary;HUN;10.208225;1966
Hungary;HUN;10.248705;1967
Hungary;HUN;10.289769;1968
Hungary;HUN;10.329352;1969
Hungary;HUN;10.366099;1970
Hungary;HUN;10.398163;1971
Hungary;HUN;10.426085;1972
Hungary;HUN;10.45366;1973
Hungary;HUN;10.486191;1974
Hungary;HUN;10.526777;1975
Hungary;HUN;10.577942;1976
Hungary;HUN;10.636567;1977
Hungary;HUN;10.693327;1978
Hungary;HUN;10.735499;1979
Hungary;HUN;10.754286;1980
Hungary;HUN;10.746489;1981
Hungary;HUN;10.715857;1982
Hungary;HUN;10.669203;1983
Hungary;HUN;10.616742;1984
Hungary;HUN;10.566321;1985
Hungary;HUN;10.519296;1986
Hungary;HUN;10.474544;1987
Hungary;HUN;10.434539;1988
Hungary;HUN;10.401614;1989
Hungary;HUN;10.377135;1990
Hungary;HUN;10.36305;1991
Hungary;HUN;10.358622;1992
Hungary;HUN;10.359052;1993
Hungary;HUN;10.357586;1994
Hungary;HUN;10.349308;1995
Hungary;HUN;10.332451;1996
Hungary;HUN;10.308479;1997
Hungary;HUN;10.27961;1998
Hungary;HUN;10.249407;1999
Hungary;HUN;10.220509;2000
Hungary;HUN;10.193451;2001
Hungary;HUN;10.167286;2002
Hungary;HUN;10.141341;2003
Hungary;HUN;10.114481;2004
Hungary;HUN;10.085942;2005
Hungary;HUN;10.055657;2006
Hungary;HUN;10.024158;2007
Hungary;HUN;9.991867;2008
Hungary;HUN;9.959439;2009
Hungary;HUN;9.92738;2010
Hungary;HUN;9.895689;2011
Hungary;HUN;9.864363;2012
Hungary;HUN;9.833923;2013
Hungary;HUN;9.804991;2014
Hungary;HUN;9.777925;2015
Hungary;HUN;9.75297;2016
Hungary;HUN;9.729822;2017
Hungary;HUN;9.707502;2018
Hungary;HUN;9.68468;2019
Iceland;ISL;0.192315;1965
Iceland;ISL;0.194991;1966
Iceland;ISL;0.197405;1967
Iceland;ISL;0.199669;1968
Iceland;ISL;0.201971;1969
Iceland;ISL;0.204423;1970
Iceland;ISL;0.207095;1971
Iceland;ISL;0.209928;1972
Iceland;ISL;0.212803;1973
Iceland;ISL;0.215568;1974
Iceland;ISL;0.218079;1975
Iceland;ISL;0.220276;1976
Iceland;ISL;0.222267;1977
Iceland;ISL;0.224146;1978
Iceland;ISL;0.226104;1979
Iceland;ISL;0.228256;1980
Iceland;ISL;0.230665;1981
Iceland;ISL;0.233273;1982
Iceland;ISL;0.236021;1983
Iceland;ISL;0.238818;1984
Iceland;ISL;0.241587;1985
Iceland;ISL;0.244335;1986
Iceland;ISL;0.247057;1987
Iceland;ISL;0.249755;1988
Iceland;ISL;0.252424;1989
Iceland;ISL;0.255044;1990
Iceland;ISL;0.257616;1991
Iceland;ISL;0.260155;1992
Iceland;ISL;0.26265;1993
Iceland;ISL;0.26514;1994
Iceland;ISL;0.267627;1995
Iceland;ISL;0.270144;1996
Iceland;ISL;0.272709;1997
Iceland;ISL;0.275294;1998
Iceland;ISL;0.277868;1999
Iceland;ISL;0.280439;2000
Iceland;ISL;0.28291;2001
Iceland;ISL;0.285329;2002
Iceland;ISL;0.287955;2003
Iceland;ISL;0.291102;2004
Iceland;ISL;0.294976;2005
Iceland;ISL;0.299727;2006
Iceland;ISL;0.305181;2007
Iceland;ISL;0.310855;2008
Iceland;ISL;0.316057;2009
Iceland;ISL;0.320342;2010
Iceland;ISL;0.323471;2011
Iceland;ISL;0.325642;2012
Iceland;ISL;0.327194;2013
Iceland;ISL;0.328592;2014
Iceland;ISL;0.330237;2015
Iceland;ISL;0.332209;2016
Iceland;ISL;0.334395;2017
Iceland;ISL;0.336712;2018
Iceland;ISL;0.339037;2019
India;IND;499.123328;1965
India;IND;509.631509;1966
India;IND;520.400577;1967
India;IND;531.513834;1968
India;IND;543.084333;1969
India;IND;555.189797;1970
India;IND;567.868021;1971
India;IND;581.087255;1972
India;IND;594.770136;1973
India;IND;608.802595;1974
India;IND;623.1029;1975
India;IND;637.630085;1976
India;IND;652.408766;1977
India;IND;667.499815;1978
India;IND;682.995348;1979
India;IND;698.952837;1980
India;IND;715.384997;1981
India;IND;732.239498;1982
India;IND;749.428958;1983
India;IND;766.833411;1984
India;IND;784.360012;1985
India;IND;801.97525;1986
India;IND;819.682095;1987
India;IND;837.468938;1988
India;IND;855.334675;1989
India;IND;873.277799;1990
India;IND;891.273202;1991
India;IND;909.307018;1992
India;IND;927.403866;1993
India;IND;945.601828;1994
India;IND;963.922586;1995
India;IND;982.365248;1996
India;IND;1000.900028;1997
India;IND;1019.483586;1998
India;IND;1038.058154;1999
India;IND;1056.575548;2000
India;IND;1075.000094;2001
India;IND;1093.317187;2002
India;IND;1111.523146;2003
India;IND;1129.623466;2004
India;IND;1147.609924;2005
India;IND;1165.486291;2006
India;IND;1183.209471;2007
India;IND;1200.669762;2008
India;IND;1217.726217;2009
India;IND;1234.281163;2010
India;IND;1250.287939;2011
India;IND;1265.780243;2012
India;IND;1280.842119;2013
India;IND;1295.600768;2014
India;IND;1310.152392;2015
India;IND;1324.51725;2016
India;IND;1338.676779;2017
India;IND;1352.642283;2018
India;IND;1366.417756;2019
Indonesia;IDN;100.786746;1965
Indonesia;IDN;103.554751;1966
Indonesia;IDN;106.404482;1967
Indonesia;IDN;109.328743;1968
Indonesia;IDN;112.318186;1969
Indonesia;IDN;115.364744;1970
Indonesia;IDN;118.465396;1971
Indonesia;IDN;121.617501;1972
Indonesia;IDN;124.813957;1973
Indonesia;IDN;128.046759;1974
Indonesia;IDN;131.309957;1975
Indonesia;IDN;134.594195;1976
Indonesia;IDN;137.897874;1977
Indonesia;IDN;141.231779;1978
Indonesia;IDN;144.612207;1979
Indonesia;IDN;148.047741;1980
Indonesia;IDN;151.542059;1981
Indonesia;IDN;155.081468;1982
Indonesia;IDN;158.635925;1983
Indonesia;IDN;162.165198;1984
Indonesia;IDN;165.639513;1985
Indonesia;IDN;169.046034;1986
Indonesia;IDN;172.389231;1987
Indonesia;IDN;175.677765;1988
Indonesia;IDN;178.927883;1989
Indonesia;IDN;182.151212;1990
Indonesia;IDN;185.351423;1991
Indonesia;IDN;188.52299;1992
Indonesia;IDN;191.658051;1993
Indonesia;IDN;194.745286;1994
Indonesia;IDN;197.77859;1995
Indonesia;IDN;200.756589;1996
Indonesia;IDN;203.688314;1997
Indonesia;IDN;206.59112;1998
Indonesia;IDN;209.488309;1999
Indonesia;IDN;212.398188;2000
Indonesia;IDN;215.328633;2001
Indonesia;IDN;218.280489;2002
Indonesia;IDN;220.309473;2003
Indonesia;IDN;223.285666;2004
Indonesia;IDN;226.289468;2005
Indonesia;IDN;229.318262;2006
Indonesia;IDN;232.374239;2007
Indonesia;IDN;235.469755;2008
Indonesia;IDN;238.620554;2009
Indonesia;IDN;241.834226;2010
Indonesia;IDN;245.115988;2011
Indonesia;IDN;248.451714;2012
Indonesia;IDN;251.805314;2013
Indonesia;IDN;255.128076;2014
Indonesia;IDN;258.383257;2015
Indonesia;IDN;261.556386;2016
Indonesia;IDN;264.650969;2017
Indonesia;IDN;267.670549;2018
Indonesia;IDN;270.625567;2019
Iran;IRN;24.954865;1965
Iran;IRN;25.62438;1966
Iran;IRN;26.317776;1967
Iran;IRN;27.032576;1968
Iran;IRN;27.764928;1969
Iran;IRN;28.513872;1970
Iran;IRN;29.281583;1971
Iran;IRN;30.075295;1972
Iran;IRN;30.905721;1973
Iran;IRN;31.786481;1974
Iran;IRN;32.729772;1975
Iran;IRN;33.733975;1976
Iran;IRN;34.803041;1977
Iran;IRN;35.960811;1978
Iran;IRN;37.237145;1979
Iran;IRN;38.650244;1980
Iran;IRN;40.199911;1981
Iran;IRN;41.869231;1982
Iran;IRN;43.636838;1983
Iran;IRN;45.472792;1984
Iran;IRN;47.347197;1985
Iran;IRN;49.260263;1986
Iran;IRN;51.193782;1987
Iran;IRN;53.077312;1988
Iran;IRN;54.822005;1989
Iran;IRN;56.366212;1990
Iran;IRN;57.679025;1991
Iran;IRN;58.780376;1992
Iran;IRN;59.723761;1993
Iran;IRN;60.590608;1994
Iran;IRN;61.442658;1995
Iran;IRN;62.294919;1996
Iran;IRN;63.136309;1997
Iran;IRN;63.971836;1998
Iran;IRN;64.800875;1999
Iran;IRN;65.623397;2000
Iran;IRN;66.449111;2001
Iran;IRN;67.284801;2002
Iran;IRN;68.122947;2003
Iran;IRN;68.951279;2004
Iran;IRN;69.762345;2005
Iran;IRN;70.554756;2006
Iran;IRN;71.336476;2007
Iran;IRN;72.120608;2008
Iran;IRN;72.924833;2009
Iran;IRN;73.762519;2010
Iran;IRN;74.634959;2011
Iran;IRN;75.539881;2012
Iran;IRN;76.481963;2013
Iran;IRN;77.465769;2014
Iran;IRN;78.492208;2015
Iran;IRN;79.563991;2016
Iran;IRN;80.673888;2017
Iran;IRN;81.800204;2018
Iran;IRN;82.913893;2019
Iraq;IRQ;8.375795;1965
Iraq;IRQ;8.651162;1966
Iraq;IRQ;8.947397;1967
Iraq;IRQ;9.260687;1968
Iraq;IRQ;9.585585;1969
Iraq;IRQ;9.917978;1970
Iraq;IRQ;10.255853;1971
Iraq;IRQ;10.599661;1972
Iraq;IRQ;10.950888;1973
Iraq;IRQ;11.312062;1974
Iraq;IRQ;11.684579;1975
Iraq;IRQ;12.068675;1976
Iraq;IRQ;12.462059;1977
Iraq;IRQ;12.860678;1978
Iraq;IRQ;13.259107;1979
Iraq;IRQ;13.653348;1980
Iraq;IRQ;14.044115;1981
Iraq;IRQ;14.432466;1982
Iraq;IRQ;14.815653;1983
Iraq;IRQ;15.190396;1984
Iraq;IRQ;15.555807;1985
Iraq;IRQ;15.909764;1986
Iraq;IRQ;16.257072;1987
Iraq;IRQ;16.612319;1988
Iraq;IRQ;16.994942;1989
Iraq;IRQ;17.419113;1990
Iraq;IRQ;17.889457;1991
Iraq;IRQ;18.40274;1992
Iraq;IRQ;18.955087;1993
Iraq;IRQ;19.539348;1994
Iraq;IRQ;20.149342;1995
Iraq;IRQ;20.783073;1996
Iraq;IRQ;21.439579;1997
Iraq;IRQ;22.11433;1998
Iraq;IRQ;22.802061;1999
Iraq;IRQ;23.497589;2000
Iraq;IRQ;24.208178;2001
Iraq;IRQ;24.931922;2002
Iraq;IRQ;25.644503;2003
Iraq;IRQ;26.313838;2004
Iraq;IRQ;26.922279;2005
Iraq;IRQ;27.448124;2006
Iraq;IRQ;27.911242;2007
Iraq;IRQ;28.385739;2008
Iraq;IRQ;28.973157;2009
Iraq;IRQ;29.741977;2010
Iraq;IRQ;30.725305;2011
Iraq;IRQ;31.890012;2012
Iraq;IRQ;33.157061;2013
Iraq;IRQ;34.411949;2014
Iraq;IRQ;35.572269;2015
Iraq;IRQ;36.610632;2016
Iraq;IRQ;37.552789;2017
Iraq;IRQ;38.433604;2018
Iraq;IRQ;39.309789;2019
Ireland;IRL;2.823644;1965
Ireland;IRL;2.834679;1966
Ireland;IRL;2.846351;1967
Ireland;IRL;2.860729;1968
Ireland;IRL;2.880757;1969
Ireland;IRL;2.90843;1970
Ireland;IRL;2.944092;1971
Ireland;IRL;2.986566;1972
Ireland;IRL;3.034327;1973
Ireland;IRL;3.085159;1974
Ireland;IRL;3.137181;1975
Ireland;IRL;3.189867;1976
Ireland;IRL;3.242767;1977
Ireland;IRL;3.294158;1978
Ireland;IRL;3.342005;1979
Ireland;IRL;3.38476;1980
Ireland;IRL;3.422026;1981
Ireland;IRL;3.453785;1982
Ireland;IRL;3.479464;1983
Ireland;IRL;3.49854;1984
Ireland;IRL;3.510978;1985
Ireland;IRL;3.516423;1986
Ireland;IRL;3.515827;1987
Ireland;IRL;3.512179;1988
Ireland;IRL;3.509508;1989
Ireland;IRL;3.510881;1990
Ireland;IRL;3.517704;1991
Ireland;IRL;3.529847;1992
Ireland;IRL;3.546929;1993
Ireland;IRL;3.567918;1994
Ireland;IRL;3.59218;1995
Ireland;IRL;3.619633;1996
Ireland;IRL;3.651096;1997
Ireland;IRL;3.687821;1998
Ireland;IRL;3.731472;1999
Ireland;IRL;3.783095;2000
Ireland;IRL;3.842253;2001
Ireland;IRL;3.907995;2002
Ireland;IRL;3.980077;2003
Ireland;IRL;4.058131;2004
Ireland;IRL;4.141218;2005
Ireland;IRL;4.230619;2006
Ireland;IRL;4.324649;2007
Ireland;IRL;4.415871;2008
Ireland;IRL;4.494572;2009
Ireland;IRL;4.55433;2010
Ireland;IRL;4.591115;2011
Ireland;IRL;4.608199;2012
Ireland;IRL;4.615426;2013
Ireland;IRL;4.626852;2014
Ireland;IRL;4.65242;2015
Ireland;IRL;4.69579;2016
Ireland;IRL;4.753281;2017
Ireland;IRL;4.818694;2018
Ireland;IRL;4.882498;2019
Israel;ISR;3.681703;1965
Israel;ISR;3.743685;1966
Israel;ISR;3.784854;1967
Israel;ISR;3.819196;1968
Israel;ISR;3.866438;1969
Israel;ISR;3.940374;1970
Israel;ISR;4.046337;1971
Israel;ISR;4.178901;1972
Israel;ISR;4.328155;1973
Israel;ISR;4.479092;1974
Israel;ISR;4.620736;1975
Israel;ISR;4.750666;1976
Israel;ISR;4.872239;1977
Israel;ISR;4.987289;1978
Israel;ISR;5.099445;1979
Israel;ISR;5.211633;1980
Israel;ISR;5.324884;1981
Israel;ISR;5.439065;1982
Israel;ISR;5.55488;1983
Israel;ISR;5.67299;1984
Israel;ISR;4.035062;1985
Israel;ISR;4.100543;1986
Israel;ISR;4.16713;1987
Israel;ISR;4.241786;1988
Israel;ISR;4.333578;1989
Israel;ISR;4.448348;1990
Israel;ISR;4.589305;1991
Israel;ISR;4.752826;1992
Israel;ISR;4.929413;1993
Israel;ISR;5.105571;1994
Israel;ISR;5.271368;1995
Israel;ISR;5.424241;1996
Israel;ISR;5.566551;1997
Israel;ISR;5.699279;1998
Israel;ISR;5.824944;1999
Israel;ISR;5.945949;2000
Israel;ISR;6.060679;2001
Israel;ISR;6.169311;2002
Israel;ISR;6.278374;2003
Israel;ISR;6.396511;2004
Israel;ISR;6.52947;2005
Israel;ISR;6.680641;2006
Israel;ISR;6.847148;2007
Israel;ISR;7.020832;2008
Israel;ISR;7.190037;2009
Israel;ISR;7.346446;2010
Israel;ISR;7.487095;2011
Israel;ISR;7.614946;2012
Israel;ISR;7.734834;2013
Israel;ISR;7.854216;2014
Israel;ISR;7.978496;2015
Israel;ISR;8.108984;2016
Israel;ISR;8.243849;2017
Israel;ISR;8.381507;2018
Israel;ISR;8.519373;2019
Italy;ITA;51.677247;1965
Italy;ITA;52.062749;1966
Italy;ITA;52.433478;1967
Italy;ITA;52.794534;1968
Italy;ITA;53.154575;1969
Italy;ITA;53.518966;1970
Italy;ITA;53.88888;1971
Italy;ITA;54.258737;1972
Italy;ITA;54.61924;1973
Italy;ITA;54.957795;1974
Italy;ITA;55.26528;1975
Italy;ITA;55.537953;1976
Italy;ITA;55.777881;1977
Italy;ITA;55.988983;1978
Italy;ITA;56.177842;1979
Italy;ITA;56.349352;1980
Italy;ITA;56.505476;1981
Italy;ITA;56.64486;1982
Italy;ITA;56.76525;1983
Italy;ITA;56.863131;1984
Italy;ITA;56.936776;1985
Italy;ITA;56.983931;1986
Italy;ITA;57.007737;1987
Italy;ITA;57.018193;1988
Italy;ITA;57.028707;1989
Italy;ITA;57.048237;1990
Italy;ITA;57.088125;1991
Italy;ITA;57.145308;1992
Italy;ITA;57.19761;1993
Italy;ITA;57.213538;1994
Italy;ITA;57.174412;1995
Italy;ITA;57.065231;1996
Italy;ITA;56.903633;1997
Italy;ITA;56.742755;1998
Italy;ITA;56.655629;1999
Italy;ITA;56.692178;2000
Italy;ITA;56.875148;2001
Italy;ITA;57.182521;2002
Italy;ITA;57.564589;2003
Italy;ITA;57.948421;2004
Italy;ITA;58.281209;2005
Italy;ITA;58.542619;2006
Italy;ITA;58.747862;2007
Italy;ITA;58.922116;2008
Italy;ITA;59.105622;2009
Italy;ITA;59.325232;2010
Italy;ITA;59.58907;2011
Italy;ITA;59.879469;2012
Italy;ITA;60.166828;2013
Italy;ITA;60.409622;2014
Italy;ITA;60.578489;2015
Italy;ITA;60.663068;2016
Italy;ITA;60.673694;2017
Italy;ITA;60.627291;2018
Italy;ITA;60.550092;2019
Japan;JPN;98.447007;1965
Japan;JPN;99.596075;1966
Japan;JPN;100.822283;1967
Japan;JPN;102.124002;1968
Japan;JPN;103.496032;1969
Japan;JPN;104.92926;1970
Japan;JPN;106.427102;1971
Japan;JPN;107.97603;1972
Japan;JPN;109.528514;1973
Japan;JPN;111.022692;1974
Japan;JPN;112.413362;1975
Japan;JPN;113.67919;1976
Japan;JPN;114.827826;1977
Japan;JPN;115.879222;1978
Japan;JPN;116.867356;1979
Japan;JPN;117.816942;1980
Japan;JPN;118.732838;1981
Japan;JPN;119.605254;1982
Japan;JPN;120.427643;1983
Japan;JPN;121.189269;1984
Japan;JPN;121.883483;1985
Japan;JPN;122.509119;1986
Japan;JPN;123.07272;1987
Japan;JPN;123.584522;1988
Japan;JPN;124.058517;1989
Japan;JPN;124.505243;1990
Japan;JPN;124.929764;1991
Japan;JPN;125.3313;1992
Japan;JPN;125.707407;1993
Japan;JPN;126.053127;1994
Japan;JPN;126.365486;1995
Japan;JPN;126.644099;1996
Japan;JPN;126.892745;1997
Japan;JPN;127.117436;1998
Japan;JPN;127.326063;1999
Japan;JPN;127.524168;2000
Japan;JPN;127.713824;2001
Japan;JPN;127.893075;2002
Japan;JPN;128.058368;2003
Japan;JPN;128.204183;2004
Japan;JPN;128.326115;2005
Japan;JPN;128.42274;2006
Japan;JPN;128.49405;2007
Japan;JPN;128.538644;2008
Japan;JPN;128.555196;2009
Japan;JPN;128.542349;2010
Japan;JPN;128.498966;2011
Japan;JPN;128.423571;2012
Japan;JPN;128.314189;2013
Japan;JPN;128.16863;2014
Japan;JPN;127.985139;2015
Japan;JPN;127.763267;2016
Japan;JPN;127.502728;2017
Japan;JPN;127.20219;2018
Japan;JPN;126.860299;2019
Kazakhstan;KAZ;11.841926;1965
Kazakhstan;KAZ;12.13256;1966
Kazakhstan;KAZ;12.385706;1967
Kazakhstan;KAZ;12.611432;1968
Kazakhstan;KAZ;12.824614;1969
Kazakhstan;KAZ;13.03614;1970
Kazakhstan;KAZ;13.250211;1971
Kazakhstan;KAZ;13.463985;1972
Kazakhstan;KAZ;13.673014;1973
Kazakhstan;KAZ;13.869975;1974
Kazakhstan;KAZ;14.050227;1975
Kazakhstan;KAZ;14.212145;1976
Kazakhstan;KAZ;14.359629;1977
Kazakhstan;KAZ;14.499957;1978
Kazakhstan;KAZ;14.643133;1979
Kazakhstan;KAZ;14.796175;1980
Kazakhstan;KAZ;14.958897;1981
Kazakhstan;KAZ;15.12809;1982
Kazakhstan;KAZ;15.303316;1983
Kazakhstan;KAZ;15.483411;1984
Kazakhstan;KAZ;15.665594;1985
Kazakhstan;KAZ;15.852524;1986
Kazakhstan;KAZ;16.039253;1987
Kazakhstan;KAZ;16.205998;1988
Kazakhstan;KAZ;16.326848;1989
Kazakhstan;KAZ;16.383881;1990
Kazakhstan;KAZ;16.373308;1991
Kazakhstan;KAZ;16.302809;1992
Kazakhstan;KAZ;16.181161;1993
Kazakhstan;KAZ;16.022224;1994
Kazakhstan;KAZ;15.839357;1995
Kazakhstan;KAZ;15.631926;1996
Kazakhstan;KAZ;15.406005;1997
Kazakhstan;KAZ;15.190168;1998
Kazakhstan;KAZ;15.020573;1999
Kazakhstan;KAZ;14.922724;2000
Kazakhstan;KAZ;14.910207;2001
Kazakhstan;KAZ;14.976184;2002
Kazakhstan;KAZ;15.100045;2003
Kazakhstan;KAZ;15.250016;2004
Kazakhstan;KAZ;15.402803;2005
Kazakhstan;KAZ;15.551263;2006
Kazakhstan;KAZ;15.702112;2007
Kazakhstan;KAZ;15.862126;2008
Kazakhstan;KAZ;16.043015;2009
Kazakhstan;KAZ;16.252273;2010
Kazakhstan;KAZ;16.490669;2011
Kazakhstan;KAZ;16.751523;2012
Kazakhstan;KAZ;17.026118;2013
Kazakhstan;KAZ;17.302619;2014
Kazakhstan;KAZ;17.57201;2015
Kazakhstan;KAZ;17.830902;2016
Kazakhstan;KAZ;18.080023;2017
Kazakhstan;KAZ;18.319616;2018
Kazakhstan;KAZ;18.551428;2019
Kuwait;KWT;0.472032;1965
Kuwait;KWT;0.523169;1966
Kuwait;KWT;0.577164;1967
Kuwait;KWT;0.632911;1968
Kuwait;KWT;0.688972;1969
Kuwait;KWT;0.744444;1970
Kuwait;KWT;0.798639;1971
Kuwait;KWT;0.851918;1972
Kuwait;KWT;0.905639;1973
Kuwait;KWT;0.961773;1974
Kuwait;KWT;1.021725;1975
Kuwait;KWT;1.085866;1976
Kuwait;KWT;1.153573;1977
Kuwait;KWT;1.224063;1978
Kuwait;KWT;1.296077;1979
Kuwait;KWT;1.36868;1980
Kuwait;KWT;1.439334;1981
Kuwait;KWT;1.507636;1982
Kuwait;KWT;1.576975;1983
Kuwait;KWT;1.65215;1984
Kuwait;KWT;1.735278;1985
Kuwait;KWT;1.832302;1986
Kuwait;KWT;1.938916;1987
Kuwait;KWT;2.03485;1988
Kuwait;KWT;2.092786;1989
Kuwait;KWT;2.09535;1990
Kuwait;KWT;2.031297;1991
Kuwait;KWT;1.912425;1992
Kuwait;KWT;1.772607;1993
Kuwait;KWT;1.659304;1994
Kuwait;KWT;1.605907;1995
Kuwait;KWT;1.626858;1996
Kuwait;KWT;1.710257;1997
Kuwait;KWT;1.831121;1998
Kuwait;KWT;1.951642;1999
Kuwait;KWT;2.045123;2000
Kuwait;KWT;2.103273;2001
Kuwait;KWT;2.136991;2002
Kuwait;KWT;2.161626;2003
Kuwait;KWT;2.200498;2004
Kuwait;KWT;2.270196;2005
Kuwait;KWT;2.373661;2006
Kuwait;KWT;2.504026;2007
Kuwait;KWT;2.65601;2008
